,netload
2025-06-17 00:00:00,25824.481158738145
2025-06-17 00:05:00,25649.953793348697
2025-06-17 00:10:00,25416.912310113963
2025-06-17 00:15:00,25363.90912534236
2025-06-17 00:20:00,25277.602536262286
2025-06-17 00:25:00,25142.104223432998
2025-06-17 00:30:00,25104.080961677533
2025-06-17 00:35:00,24948.607506344004
2025-06-17 00:40:00,24781.191135455167
2025-06-17 00:45:00,24664.81821501807
2025-06-17 00:50:00,24629.529955794354
2025-06-17 00:55:00,24537.716451233886
2025-06-17 01:00:00,24501.4548645386
2025-06-17 01:05:00,24416.219674546017
2025-06-17 01:10:00,24308.728158320544
2025-06-17 01:15:00,24205.00795941295
2025-06-17 01:20:00,24049.717210188915
2025-06-17 01:25:00,23876.83064214035
2025-06-17 01:30:00,23830.609996684096
2025-06-17 01:35:00,23723.47131887985
2025-06-17 01:40:00,23618.741852908817
2025-06-17 01:45:00,23413.605801584254
2025-06-17 01:50:00,23302.70717613182
2025-06-17 01:55:00,23155.504650494742
2025-06-17 02:00:00,23006.373975731047
2025-06-17 02:05:00,22883.226455525277
2025-06-17 02:10:00,22792.74016335606
2025-06-17 02:15:00,22621.149767519146
2025-06-17 02:20:00,22469.278436189183
2025-06-17 02:25:00,22383.016230001736
2025-06-17 02:30:00,22287.39858853956
2025-06-17 02:35:00,22154.67026699695
2025-06-17 02:40:00,22092.041184505048
2025-06-17 02:45:00,22018.02517449834
2025-06-17 02:50:00,21951.807371803206
2025-06-17 02:55:00,21938.77402553682
2025-06-17 03:00:00,21876.261191849728
2025-06-17 03:05:00,21865.167985559125
2025-06-17 03:10:00,21858.43449601234
2025-06-17 03:15:00,21728.76306510011
2025-06-17 03:20:00,21809.983087678014
2025-06-17 03:25:00,21808.052159855044
2025-06-17 03:30:00,21824.84741977752
2025-06-17 03:35:00,21942.750254047896
2025-06-17 03:40:00,22005.262669893717
2025-06-17 03:45:00,21976.487374443645
2025-06-17 03:50:00,22019.720477082505
2025-06-17 03:55:00,21999.973448494824
2025-06-17 04:00:00,21989.66079049125
2025-06-17 04:05:00,21898.031460812297
2025-06-17 04:10:00,21879.48330163897
2025-06-17 04:15:00,21862.183045310183
2025-06-17 04:20:00,21869.984519735015
2025-06-17 04:25:00,21939.474725562788
2025-06-17 04:30:00,21939.489114848246
2025-06-17 04:35:00,21937.062671107196
2025-06-17 04:40:00,22036.442227497835
2025-06-17 04:45:00,22036.585836889153
2025-06-17 04:50:00,22134.64299306973
2025-06-17 04:55:00,22145.464410394838
2025-06-17 05:00:00,22249.99601660359
2025-06-17 05:05:00,22210.49865091722
2025-06-17 05:10:00,22236.83732210789
2025-06-17 05:15:00,22237.72195799653
2025-06-17 05:20:00,22321.465408618584
2025-06-17 05:25:00,22464.83027649216
2025-06-17 05:30:00,22629.858578410647
2025-06-17 05:35:00,22753.12019145559
2025-06-17 05:40:00,22905.271066022146
2025-06-17 05:45:00,23082.58072107495
2025-06-17 05:50:00,23076.153821281834
2025-06-17 05:55:00,23205.73542752138
2025-06-17 06:00:00,23214.454020876678
2025-06-17 06:05:00,23004.82009133885
2025-06-17 06:10:00,22770.875709635442
2025-06-17 06:15:00,22579.50390234968
2025-06-17 06:20:00,22292.909130138116
2025-06-17 06:25:00,22118.932415796156
2025-06-17 06:30:00,21829.906760136997
2025-06-17 06:35:00,21496.83451788238
2025-06-17 06:40:00,21266.72660352109
2025-06-17 06:45:00,21004.958214222337
2025-06-17 06:50:00,20893.298343114966
2025-06-17 06:55:00,20678.665609752807
2025-06-17 07:00:00,20377.905397007726
2025-06-17 07:05:00,20124.14041791774
2025-06-17 07:10:00,19858.90055829024
2025-06-17 07:15:00,19629.580931620614
2025-06-17 07:20:00,19524.19151326487
2025-06-17 07:25:00,19387.667792477932
2025-06-17 07:30:00,19190.919295008665
2025-06-17 07:35:00,19141.17829408181
2025-06-17 07:40:00,19103.11377153381
2025-06-17 07:45:00,19016.717273044327
2025-06-17 07:50:00,18975.793587238677
2025-06-17 07:55:00,18929.280149488688
2025-06-17 08:00:00,18577.136183659408
2025-06-17 08:05:00,18520.32519099598
2025-06-17 08:10:00,18325.539867134274
2025-06-17 08:15:00,18265.113419310775
2025-06-17 08:20:00,18140.504754236223
2025-06-17 08:25:00,18032.811935596867
2025-06-17 08:30:00,17977.078295088868
2025-06-17 08:35:00,17869.188433665015
2025-06-17 08:40:00,17951.827335811147
2025-06-17 08:45:00,17867.219885068444
2025-06-17 08:50:00,17789.40600667537
2025-06-17 08:55:00,17773.19302276597
2025-06-17 09:00:00,17583.958498200205
2025-06-17 09:05:00,17581.190860905925
2025-06-17 09:10:00,17562.741399075556
2025-06-17 09:15:00,17510.016823715396
2025-06-17 09:20:00,17553.154631642086
2025-06-17 09:25:00,17516.713696676477
2025-06-17 09:30:00,17501.828586283707
2025-06-17 09:35:00,17508.426686574163
2025-06-17 09:40:00,17603.875091258447
2025-06-17 09:45:00,17568.381893779984
2025-06-17 09:50:00,17664.832248205872
2025-06-17 09:55:00,17727.22532046112
2025-06-17 10:00:00,17708.787102705206
2025-06-17 10:05:00,17774.209800691337
2025-06-17 10:10:00,17860.511156984805
2025-06-17 10:15:00,17962.917100772454
2025-06-17 10:20:00,17978.415157491065
2025-06-17 10:25:00,18136.525385033226
2025-06-17 10:30:00,18200.572350757262
2025-06-17 10:35:00,18307.976126608068
2025-06-17 10:40:00,18431.454025648334
2025-06-17 10:45:00,18579.791201305154
2025-06-17 10:50:00,18634.254123310384
2025-06-17 10:55:00,18737.1811443004
2025-06-17 11:00:00,18808.49324100923
2025-06-17 11:05:00,18906.120845227637
2025-06-17 11:10:00,19048.13998591768
2025-06-17 11:15:00,19180.39357515368
2025-06-17 11:20:00,19402.729694638678
2025-06-17 11:25:00,19534.97067400418
2025-06-17 11:30:00,19578.90365745156
2025-06-17 11:35:00,19700.7062645698
2025-06-17 11:40:00,19913.7661915904
2025-06-17 11:45:00,20064.20230714577
2025-06-17 11:50:00,20108.636826614096
2025-06-17 11:55:00,20178.147759861604
2025-06-17 12:00:00,20334.458122830376
2025-06-17 12:05:00,20422.32351513282
2025-06-17 12:10:00,20527.442849420677
2025-06-17 12:15:00,20681.527978238995
2025-06-17 12:20:00,20786.875644237683
2025-06-17 12:25:00,20837.966899464092
2025-06-17 12:30:00,20966.254826790104
2025-06-17 12:35:00,21087.783298747203
2025-06-17 12:40:00,21172.28646892344
2025-06-17 12:45:00,21315.57898184162
2025-06-17 12:50:00,21392.70381884358
2025-06-17 12:55:00,21447.806182239416
2025-06-17 13:00:00,21606.926672470287
2025-06-17 13:05:00,21847.257595193125
2025-06-17 13:10:00,21950.19448275458
2025-06-17 13:15:00,22187.590985508286
2025-06-17 13:20:00,22245.395762243235
2025-06-17 13:25:00,22509.001104300594
2025-06-17 13:30:00,22853.95729463217
2025-06-17 13:35:00,23081.27226142608
2025-06-17 13:40:00,23343.405045574298
2025-06-17 13:45:00,23470.833913344904
2025-06-17 13:50:00,23726.790264420528
2025-06-17 13:55:00,23973.097182069683
2025-06-17 14:00:00,24264.177920289472
2025-06-17 14:05:00,24495.301775836673
2025-06-17 14:10:00,24799.668376184603
2025-06-17 14:15:00,25038.78132153339
2025-06-17 14:20:00,25294.74697363368
2025-06-17 14:25:00,25596.1734318172
2025-06-17 14:30:00,25878.17208067226
2025-06-17 14:35:00,26188.973155526375
2025-06-17 14:40:00,26470.1701395256
2025-06-17 14:45:00,26742.831379600702
2025-06-17 14:50:00,27035.916399284353
2025-06-17 14:55:00,27346.5146642094
2025-06-17 15:00:00,27677.368486905474
2025-06-17 15:05:00,27944.056523108862
2025-06-17 15:10:00,28260.028960769803
2025-06-17 15:15:00,28576.22806178216
2025-06-17 15:20:00,28898.142833250644
2025-06-17 15:25:00,29137.235616943763
2025-06-17 15:30:00,29589.399687362322
2025-06-17 15:35:00,29943.48956855236
2025-06-17 15:40:00,30252.385824184777
2025-06-17 15:45:00,30610.106257984728
2025-06-17 15:50:00,30984.95118740969
2025-06-17 15:55:00,31324.727315488955
2025-06-17 16:00:00,31718.064741522277
2025-06-17 16:05:00,32072.667783607
2025-06-17 16:10:00,32413.322764987726
2025-06-17 16:15:00,32751.676709546977
2025-06-17 16:20:00,33137.30063022187
2025-06-17 16:25:00,33488.89966622533
2025-06-17 16:30:00,33944.76859481664
2025-06-17 16:35:00,34270.71728057873
2025-06-17 16:40:00,34652.37224691341
2025-06-17 16:45:00,35016.76936078271
2025-06-17 16:50:00,35369.66843251332
2025-06-17 16:55:00,35758.85209506659
2025-06-17 17:00:00,36367.22340250762
2025-06-17 17:05:00,36758.031585709934
2025-06-17 17:10:00,37136.8342408811
2025-06-17 17:15:00,37539.85130791799
2025-06-17 17:20:00,37977.32593875703
2025-06-17 17:25:00,38312.172276019715
2025-06-17 17:30:00,38746.29149008404
2025-06-17 17:35:00,39230.27121028092
2025-06-17 17:40:00,39560.754466722174
2025-06-17 17:45:00,39994.053234105035
2025-06-17 17:50:00,40245.22966559951
2025-06-17 17:55:00,40601.12104037231
2025-06-17 18:00:00,41179.55082469918
2025-06-17 18:05:00,41475.347741166006
2025-06-17 18:10:00,41708.18684307505
2025-06-17 18:15:00,42013.570672049435
2025-06-17 18:20:00,42212.38208042638
2025-06-17 18:25:00,42303.22257393546
2025-06-17 18:30:00,42498.799914589
2025-06-17 18:35:00,42573.234359874536
2025-06-17 18:40:00,42632.420826892594
2025-06-17 18:45:00,42674.0726052329
2025-06-17 18:50:00,42819.98669178843
2025-06-17 18:55:00,42732.986914998175
2025-06-17 19:00:00,42713.13442807481
2025-06-17 19:05:00,42584.16031829195
2025-06-17 19:10:00,42330.83375409074
2025-06-17 19:15:00,42080.98757017717
2025-06-17 19:20:00,41814.34930536154
2025-06-17 19:25:00,41532.82703912879
2025-06-17 19:30:00,41363.40907671
2025-06-17 19:35:00,41237.31404111941
2025-06-17 19:40:00,40977.97245925309
2025-06-17 19:45:00,40752.02165876478
2025-06-17 19:50:00,40600.710922841616
2025-06-17 19:55:00,40455.688548115984
2025-06-17 20:00:00,40318.72550655942
2025-06-17 20:05:00,40206.227718541195
2025-06-17 20:10:00,40051.014259506206
2025-06-17 20:15:00,39862.9092825367
2025-06-17 20:20:00,39672.90397615205
2025-06-17 20:25:00,39493.10372541292
2025-06-17 20:30:00,39487.33764120553
2025-06-17 20:35:00,39534.56715248989
2025-06-17 20:40:00,39546.671526715014
2025-06-17 20:45:00,39567.79704641057
2025-06-17 20:50:00,39532.909074366595
2025-06-17 20:55:00,39606.95678563118
2025-06-17 21:00:00,39551.97554446111
2025-06-17 21:05:00,39684.108415646086
2025-06-17 21:10:00,39642.43433408225
2025-06-17 21:15:00,39620.69495057608
2025-06-17 21:20:00,39638.27794527186
2025-06-17 21:25:00,39575.468886163304
2025-06-17 21:30:00,39500.56946426047
2025-06-17 21:35:00,39483.382811042145
2025-06-17 21:40:00,39347.27161197539
2025-06-17 21:45:00,39219.508548960555
2025-06-17 21:50:00,39092.344003595805
2025-06-17 21:55:00,38917.49868036003
2025-06-17 22:00:00,38700.332876616536
2025-06-17 22:05:00,38650.102882237195
2025-06-17 22:10:00,38296.81454457847
2025-06-17 22:15:00,38046.62841159037
2025-06-17 22:20:00,37633.785801374805
2025-06-17 22:25:00,37263.80734947589
2025-06-17 22:30:00,36943.83106287218
2025-06-17 22:35:00,36561.781420016145
2025-06-17 22:40:00,36188.5971020937
2025-06-17 22:45:00,35701.99725678559
2025-06-17 22:50:00,35264.205350098
2025-06-17 22:55:00,34918.853349996156
2025-06-17 23:00:00,34572.340577703755
2025-06-17 23:05:00,34102.931132296966
2025-06-17 23:10:00,33661.3132033143
2025-06-17 23:15:00,33294.47972932289
2025-06-17 23:20:00,33008.02018100538
2025-06-17 23:25:00,32628.92079444102
2025-06-17 23:30:00,32246.25593362448
2025-06-17 23:35:00,31971.799626548036
2025-06-17 23:40:00,31609.04688189804
2025-06-17 23:45:00,31309.865319730856
2025-06-17 23:50:00,31084.97152410637
2025-06-17 23:55:00,30780.401353436617
2025-06-18 00:00:00,30589.15608474391
