name,PlantType,maxcap,mincap,opcost,minup,ramp,st_cost,var_om,fix_om,regcost,
50066_G_UNT1,Geothermal,50,20,0.00120497,2,17.1,1276.122721,0,100000,0.000120497,
52158_G_GEN2,Geothermal,9,3.6,0.002120365,2,3.078,229.7020898,0,100000,0.000212036,
10632_G_GEN1,Geothermal,42,16.8,0.004562822,2,14.364,1071.943086,0,100000,0.000456282,
10875_G_GEN7,Geothermal,21.8,8.72,0.005656124,2,7.4556,556.3895064,0,100000,0.000565612,
54111_G_GEN3,Geothermal,3,1.2,0.006327868,2,1.026,76.56736327,0,100000,0.000632787,
286_G_U11,Geothermal,68,27.2,0.007008192,2,23.256,1735.526901,0,100000,0.000700819,
10879_G_GEN1,Geothermal,10,4,0.007991264,2,3.42,255.2245442,0,100000,0.000799126,
286_G_U16,Geothermal,60,24,0.008519147,2,20.52,1531.347265,0,100000,0.000851915,
50210_G_GEN1,Geothermal,23.5,9.4,0.009876636,2,8.037,599.777679,0,100000,0.000987664,
286_G_U8,Geothermal,40,16,0.009920482,2,13.68,1020.898177,0,100000,0.000992048,
10874_G_GEN6,Geothermal,26.9,10.76,0.012187932,2,9.1998,686.554024,0,100000,0.001218793,
286_G_U12,Geothermal,51,20.4,0.014377401,2,17.442,1301.645176,0,100000,0.00143774,
10873_G_GEN3,Geothermal,26.7,10.68,0.014553161,2,9.1314,681.4495331,0,100000,0.001455316,
54724_G_OEC22,Geothermal,8.5,3.4,0.014714217,2,2.907,216.9408626,0,100000,0.001471422,
10873_G_GEN1,Geothermal,27.5,11,0.01582201,2,9.405,701.8674967,0,100000,0.001582201,
50210_G_GEN2,Geothermal,6,2.4,0.016195995,2,2.052,153.1347265,0,100000,0.0016196,
54111_G_GE13,Geothermal,2,0.8,0.016235798,2,0.684,51.04490885,0,100000,0.00162358,
286_G_U14,Geothermal,60,24,0.016408312,2,20.52,1531.347265,0,100000,0.001640831,
286_G_U5,Geothermal,45,18,0.016552787,2,15.39,1148.510449,0,100000,0.001655279,
54111_G_GEN7,Geothermal,3.8,1.52,0.017335918,2,1.2996,96.98532681,0,100000,0.001733592,
286_G_U17,Geothermal,60,24,0.017516006,2,20.52,1531.347265,0,100000,0.001751601,
54689_G_2,Geothermal,5,2,0.01798612,2,1.71,127.6122721,0,100000,0.001798612,
10875_G_GEN8,Geothermal,22.5,9,0.018056738,2,7.695,574.2552245,0,100000,0.001805674,
56832_G_GE3,Geothermal,16,6.4,0.01891001,2,5.472,408.3592708,0,100000,0.001891001,
286_G_U13,Geothermal,65,26,0.019119509,2,22.23,1658.959538,0,100000,0.001911951,
54111_G_GEN6,Geothermal,3,1.2,0.019329408,2,1.026,76.56736327,0,100000,0.001932941,
54111_G_GE12,Geothermal,3.8,1.52,0.019342775,2,1.2996,96.98532681,0,100000,0.001934278,
57475_G_HRP1,Geothermal,49.9,19.96,0.019606322,2,17.0658,1273.570476,0,100000,0.001960632,
50964_G_IND,Geothermal,1.1,0.44,0.019871337,2,0.3762,28.07469987,0,100000,0.001987134,
10763_G_GBU,Geothermal,3.2,1.28,0.021047651,2,1.0944,81.67185416,0,100000,0.002104765,
10634_G_GEN1,Geothermal,42,16.8,0.02164916,2,14.364,1071.943086,0,100000,0.002164916,
10481_G_3,Geothermal,3,1.2,0.021848345,2,1.026,76.56736327,0,100000,0.002184834,
510_G_1,Geothermal,50,20,0.022244762,2,17.1,1276.122721,0,100000,0.002224476,
54111_G_GEN9,Geothermal,3.8,1.52,0.022252079,2,1.2996,96.98532681,0,100000,0.002225208,
50964_G_SYN,Geothermal,1.1,0.44,0.022467065,2,0.3762,28.07469987,0,100000,0.002246706,
10763_G_GEN1,Geothermal,13.5,5.4,0.024380306,2,4.617,344.5531347,0,100000,0.002438031,
50766_G_OE32,Geothermal,0.7,0.28,0.025102662,2,0.2394,17.8657181,0,100000,0.002510266,
55984_G_TG21,Geothermal,10.9,4.36,0.026190104,2,3.7278,278.1947532,0,100000,0.00261901,
10480_G_GEN2,Geothermal,3.2,1.28,0.026195631,2,1.0944,81.67185416,0,100000,0.002619563,
54111_G_GEN5,Geothermal,3,1.2,0.027480523,2,1.026,76.56736327,0,100000,0.002748052,
54996_G_4100,Geothermal,44,17.6,0.027667865,2,15.048,1122.987995,0,100000,0.002766787,
10479_G_T102,Geothermal,4,1.6,0.027876423,2,1.368,102.0898177,0,100000,0.002787642,
56832_G_GE1,Geothermal,16,6.4,0.029262778,2,5.472,408.3592708,0,100000,0.002926278,
56832_G_GE4,Geothermal,16,6.4,0.029488194,2,5.472,408.3592708,0,100000,0.002948819,
7368_G_2,Geothermal,27,10.8,0.030238878,2,9.234,689.1062695,0,100000,0.003023888,
10878_G_EE11,Geothermal,10,4,0.030263493,2,3.42,255.2245442,0,100000,0.003026349,
10879_G_GEN2,Geothermal,4,1.6,0.03042467,2,1.368,102.0898177,0,100000,0.003042467,
10874_G_GEN5,Geothermal,23.4,9.36,0.030722405,2,8.0028,597.2254335,0,100000,0.003072241,
10480_G_GEN1,Geothermal,3.2,1.28,0.03094684,2,1.0944,81.67185416,0,100000,0.003094684,
10481_G_2,Geothermal,3,1.2,0.031329868,2,1.026,76.56736327,0,100000,0.003132987,
54111_G_GEN1,Geothermal,3,1.2,0.032268988,2,1.026,76.56736327,0,100000,0.003226899,
50766_G_OE31,Geothermal,0.7,0.28,0.032844063,2,0.2394,17.8657181,0,100000,0.003284406,
10479_G_T101,Geothermal,4,1.6,0.033609502,2,1.368,102.0898177,0,100000,0.00336095,
10873_G_GEN2,Geothermal,27,10.8,0.034050378,2,9.234,689.1062695,0,100000,0.003405038,
10759_G_GEN1,Geothermal,47.5,19,0.034622199,2,16.245,1212.316585,0,100000,0.00346222,
56832_G_GE2,Geothermal,16,6.4,0.035031397,2,5.472,408.3592708,0,100000,0.00350314,
54111_G_GEN2,Geothermal,3,1.2,0.0353027,2,1.026,76.56736327,0,100000,0.00353027,
286_G_U18,Geothermal,60,24,0.035412203,2,20.52,1531.347265,0,100000,0.00354122,
286_G_U20,Geothermal,50,20,0.03547429,2,17.1,1276.122721,0,100000,0.003547429,
902_G_1,Geothermal,10,4,0.036892571,2,3.42,255.2245442,0,100000,0.003689257,
7369_G_3,Geothermal,30.1,12.04,0.037748202,2,10.2942,768.2258782,0,100000,0.00377482,
54111_G_GEN4,Geothermal,3,1.2,0.037752935,2,1.026,76.56736327,0,100000,0.003775294,
55983_G_TG51,Geothermal,46,18.4,0.038383433,2,15.732,1174.032904,0,100000,0.003838343,
10875_G_GEN9,Geothermal,23.5,9.4,0.038720682,2,8.037,599.777679,0,100000,0.003872068,
7369_G_4,Geothermal,48,19.2,0.03897831,2,16.416,1225.077812,0,100000,0.003897831,
10631_G_GEN1,Geothermal,42,16.8,0.0393002,2,14.364,1071.943086,0,100000,0.00393002,
54111_G_GEN14,Geothermal,12,4.8,0.039539037,2,4.104,306.2694531,0,100000,0.003953904,
54111_G_GE10,Geothermal,3.8,1.52,0.040343945,2,1.2996,96.98532681,0,100000,0.004034395,
7368_G_1,Geothermal,27,10.8,0.04150904,2,9.234,689.1062695,0,100000,0.004150904,
10479_G_T103,Geothermal,4,1.6,0.041554241,2,1.368,102.0898177,0,100000,0.004155424,
10874_G_GEN4,Geothermal,30,12,0.041957832,2,10.26,765.6736327,0,100000,0.004195783,
54724_G_OEC21,Geothermal,11.5,4.6,0.042782916,2,3.933,293.5082259,0,100000,0.004278292,
54689_G_1,Geothermal,38,15.2,0.042826068,2,12.996,969.8532681,0,100000,0.004282607,
10879_G_GEN3,Geothermal,2.1,0.84,0.044019564,2,0.7182,53.59715429,0,100000,0.004401956,
10481_G_1,Geothermal,3,1.2,0.045289777,2,1.026,76.56736327,0,100000,0.004528978,
52158_G_GEN1,Geothermal,9,3.6,0.045569253,2,3.078,229.7020898,0,100000,0.004556925,
54038_G_GEN1,Geothermal,13.5,5.4,0.045919291,2,4.617,344.5531347,0,100000,0.004591929,
286_G_U6,Geothermal,45,18,0.046163941,2,15.39,1148.510449,0,100000,0.004616394,
50766_G_ITLU1,Geothermal,11.5,4.6,0.046227709,2,3.933,293.5082259,0,100000,0.004622771,
54111_G_GE11,Geothermal,3.8,1.52,0.046732398,2,1.2996,96.98532681,0,100000,0.00467324,
286_G_U7,Geothermal,40,16,0.047422015,2,13.68,1020.898177,0,100000,0.004742201,
50766_G_ITLU2,Geothermal,8.5,3.4,0.047658369,2,2.907,216.9408626,0,100000,0.004765837,
54111_G_GEN8,Geothermal,3.8,1.52,0.047998526,2,1.2996,96.98532681,0,100000,0.004799853,
54689_G_3,Geothermal,2.5,1,0.048816435,2,0.855,63.80613606,0,100000,0.004881644,
50066_G_UNT2,Geothermal,50,20,0.049599065,2,17.1,1276.122721,0,100000,0.004959906,
50388_B_K1,Coal Steam,8.5,3.4,20.84548625,6,2.975,867.7634504,4.47,37800,2.084548625,
50388_B_K2,Coal Steam,8.5,3.4,20.86717861,6,2.975,867.7634504,4.47,37800,2.086717861,
55084_G_GE1,Combined Cycle,247.4,98.96,22.96297771,4,78.6732,25257.0209,3.6,13170,2.296297771,
55217_G_CTG2,Combined Cycle,165,66,25.43260969,4,52.47,16844.81992,3.6,13170,2.543260969,
55217_G_CTG1,Combined Cycle,165,66,25.44991511,4,52.47,16844.81992,3.6,13170,2.544991511,
55217_G_STG3,Combined Cycle,237,94.8,25.47072506,4,75.366,24195.28679,3.6,13170,2.547072506,
55970_G_3,Combined Cycle,166,66.4,26.59917507,4,52.788,16946.90974,3.6,13170,2.659917507,
55970_G_1,Combined Cycle,171,68.4,26.60619383,4,54.378,17457.35883,3.6,13170,2.660619383,
404_G_5,Combined Cycle,102,40.8,26.60666583,4,32.436,10413.16141,3.6,13170,2.660666583,
55985_G_CTG1,Combined Cycle,170,68,26.6146484,4,54.06,17355.26901,3.6,13170,2.66146484,
422_G_GT5,Combined Cycle,68,27.2,26.61528118,4,43.452,6942.107603,3.6,13170,2.661528118,
55970_G_2,Combined Cycle,166,66.4,26.61893967,4,52.788,16946.90974,3.6,13170,2.661893967,
404_G_4,Combined Cycle,204,81.6,26.61994205,4,64.872,20826.32281,3.6,13170,2.661994205,
422_G_ST1,Combined Cycle,16,6.4,26.62498537,4,10.224,1633.437083,3.6,13170,2.662498537,
55985_G_CTG2,Combined Cycle,170,68,26.62819249,4,54.06,17355.26901,3.6,13170,2.662819249,
57978_G_ST1,Combined Cycle,95,38,26.6318272,4,60.705,9698.532681,3.6,13170,2.66318272,
55985_G_STG,Combined Cycle,222,88.8,26.63336136,4,70.596,22663.93953,3.6,13170,2.663336136,
55656_G_ST03,Combined Cycle,174,69.6,26.63746403,4,55.332,17763.62828,3.6,13170,2.663746403,
55656_G_ST05,Combined Cycle,87,34.8,26.63787216,4,55.593,8881.81414,3.6,13170,2.663787216,
57978_G_CT1,Combined Cycle,162,64.8,26.64262305,4,51.516,16538.55047,3.6,13170,2.664262305,
55656_G_CT04,Combined Cycle,156,62.4,26.67181648,4,49.608,15926.01156,3.6,13170,2.667181648,
55656_G_CT02,Combined Cycle,173,69.2,26.68045832,4,55.014,17661.53846,3.6,13170,2.668045832,
55656_G_CT01,Combined Cycle,175,70,26.68312165,4,55.65,17865.7181,3.6,13170,2.668312165,
56046_G_2,Combined Cycle,140,56,26.82221947,4,44.52,14292.57448,3.6,13170,2.682221947,
56467_G_STG1,Combined Cycle,245,98,26.82703266,4,77.91,25012.00534,3.6,13170,2.682703266,
55400_G_CTG1,Combined Cycle,156,62.4,26.84378519,4,49.608,15926.01156,3.6,13170,2.684378519,
56046_G_1,Combined Cycle,161,64.4,26.84650305,4,51.198,16436.46065,3.6,13170,2.684650305,
55400_G_CTG2,Combined Cycle,156,62.4,26.85180649,4,49.608,15926.01156,3.6,13170,2.685180649,
56467_G_CTG2,Combined Cycle,185,74,26.85364049,4,58.83,18886.61627,3.6,13170,2.685364049,
56467_G_CTG1,Combined Cycle,185,74,26.85452645,4,58.83,18886.61627,3.6,13170,2.685452645,
55400_G_STG,Combined Cycle,213,85.2,26.85734517,4,67.734,21745.13117,3.6,13170,2.685734517,
50850_G_GEN1,Combined Cycle,22.5,9,26.86954287,4,14.3775,2297.020898,3.6,13170,2.686954287,
50850_G_GEN2,Combined Cycle,6.5,2.6,26.87701776,4,4.1535,663.583815,3.6,13170,2.687701776,
56476_G_C,Combined Cycle,209.4,83.76,26.88752807,4,66.5892,21377.60783,3.6,13170,2.688752807,
56532_G_C,Combined Cycle,306,122.4,26.8906469,4,97.308,31239.48422,3.6,13170,2.68906469,
56532_G_A,Combined Cycle,167,66.8,26.89122255,4,53.106,17048.99956,3.6,13170,2.689122255,
56532_G_B,Combined Cycle,167,66.8,26.89700268,4,53.106,17048.99956,3.6,13170,2.689700268,
56476_G_B,Combined Cycle,177,70.8,26.90763303,4,56.286,18069.89773,3.6,13170,2.690763303,
56476_G_A,Combined Cycle,177,70.8,26.90788084,4,56.286,18069.89773,3.6,13170,2.690788084,
260_G_CT1A,Combined Cycle,165,66,26.99793266,4,52.47,16844.81992,3.6,13170,2.699793266,
55393_G_STG1,Combined Cycle,202.1,80.84,26.99869082,4,64.2678,20632.35216,3.6,13170,2.699869082,
55393_G_CTG2,Combined Cycle,172,68.8,27.00222326,4,54.696,17559.44864,3.6,13170,2.700222326,
260_G_ST1,Combined Cycle,180,72,27.00584998,4,57.24,18376.16719,3.6,13170,2.700584998,
55393_G_CTG1,Combined Cycle,172,68.8,27.01770461,4,54.696,17559.44864,3.6,13170,2.701770461,
260_G_CT1B,Combined Cycle,165,66,27.0234902,4,52.47,16844.81992,3.6,13170,2.70234902,
260_G_CT2A,Combined Cycle,165,66,27.02880279,4,52.47,16844.81992,3.6,13170,2.702880279,
260_G_ST2,Combined Cycle,180,72,27.03379465,4,57.24,18376.16719,3.6,13170,2.703379465,
260_G_CT2B,Combined Cycle,165,66,27.0477399,4,52.47,16844.81992,3.6,13170,2.70477399,
55151_G_GEN2,Combined Cycle,241.6,96.64,27.08506875,4,76.8288,24664.89996,3.6,13170,2.708506875,
55151_G_GEN4,Combined Cycle,242.7,97.08,27.09830506,4,77.1786,24777.19876,3.6,13170,2.709830506,
55151_G_GEN1,Combined Cycle,243.7,97.48,27.14581479,4,77.4966,24879.28857,3.6,13170,2.714581479,
55182_G_STG,Combined Cycle,245,98,27.18337321,4,77.91,25012.00534,3.6,13170,2.718337321,
55182_G_X718,Combined Cycle,150,60,27.18480503,4,47.7,15313.47265,3.6,13170,2.718480503,
55151_G_GEN3,Combined Cycle,237.4,94.96,27.19196536,4,75.4932,24236.12272,3.6,13170,2.719196536,
55182_G_X719,Combined Cycle,150,60,27.22836982,4,47.7,15313.47265,3.6,13170,2.722836982,
55518_G_CTG1,Combined Cycle,167.3,66.92,27.24022538,4,53.2014,17079.6265,3.6,13170,2.724022538,
400_G_9,Combined Cycle,157.5,63,27.24068691,4,50.085,16079.14629,3.6,13170,2.724068691,
55518_G_CTG3,Combined Cycle,167.5,67,27.24165641,4,53.265,17100.04446,3.6,13170,2.724165641,
400_G_8,Combined Cycle,235,94,27.24355466,4,74.73,23991.10716,3.6,13170,2.724355466,
400_G_10,Combined Cycle,157.5,63,27.26170238,4,50.085,16079.14629,3.6,13170,2.726170238,
55518_G_CTG2,Combined Cycle,167.7,67.08,27.26235795,4,53.3286,17120.46243,3.6,13170,2.726235795,
55518_G_STG1,Combined Cycle,304.8,121.92,27.2663856,4,96.9264,31116.97643,3.6,13170,2.72663856,
55345_G_1-02,Combined Cycle,152.8,61.12,27.36280483,4,48.5904,15599.32414,3.6,13170,2.736280483,
55345_G_1-03,Combined Cycle,265.4,106.16,27.39531495,4,84.3972,27094.63762,3.6,13170,2.739531495,
55345_G_1-01,Combined Cycle,152.8,61.12,27.39587374,4,48.5904,15599.32414,3.6,13170,2.739587374,
55295_G_CT2,Combined Cycle,156.5,62.6,27.45620326,4,49.767,15977.05647,3.6,13170,2.745620326,
55295_G_CT1,Combined Cycle,156.5,62.6,27.47726988,4,49.767,15977.05647,3.6,13170,2.747726988,
55295_G_ST1,Combined Cycle,201,80.4,27.47923736,4,63.918,20520.05336,3.6,13170,2.747923736,
408_G_7,Combined Cycle,156,62.4,27.71301055,4,49.608,15926.01156,3.6,13170,2.771301055,
408_G_6,Combined Cycle,156,62.4,27.72804543,4,49.608,15926.01156,3.6,13170,2.772804543,
408_G_8,Combined Cycle,201,80.4,27.75102419,4,63.918,20520.05336,3.6,13170,2.775102419,
55333_G_CTG1,Combined Cycle,176,70.4,27.82565572,4,55.968,17967.80791,3.6,13170,2.782565572,
55333_G_CTG3,Combined Cycle,165,66,27.83414345,4,52.47,16844.81992,3.6,13170,2.783414345,
55333_G_CTG2,Combined Cycle,165,66,27.84710567,4,52.47,16844.81992,3.6,13170,2.784710567,
55333_G_STG1,Combined Cycle,263.1,105.24,27.85168337,4,83.6658,26859.83104,3.6,13170,2.785168337,
358_G_MV3C,Combined Cycle,188,75.2,28.02161997,4,59.784,19192.88573,3.6,13170,2.802161997,
358_G_MV3A,Combined Cycle,149,59.6,28.02212556,4,47.382,15211.38284,3.6,13170,2.802212556,
358_G_MV4B,Combined Cycle,149,59.6,28.03854136,4,47.382,15211.38284,3.6,13170,2.803854136,
358_G_MV3B,Combined Cycle,149,59.6,28.03898216,4,47.382,15211.38284,3.6,13170,2.803898216,
358_G_MV4C,Combined Cycle,188,75.2,28.0399079,4,59.784,19192.88573,3.6,13170,2.80399079,
358_G_MV4A,Combined Cycle,149,59.6,28.0459908,4,47.382,15211.38284,3.6,13170,2.80459908,
57122_G_CTG1,Combined Cycle,13.5,5.4,28.3512661,4,8.6265,1378.212539,3.6,13170,2.83512661,
10213_G_GEN7,Combined Cycle,40.7,16.28,28.3578271,4,26.0073,4155.05558,3.6,13170,2.83578271,
58198_G_STG1,Combined Cycle,1.8,0.72,28.36133183,4,1.1502,183.7616719,3.6,13170,2.836133183,
52073_G_GEN1,Combined Cycle,12.5,5,28.36382395,4,7.9875,1276.122721,3.6,13170,2.836382395,
58198_G_GTG2,Combined Cycle,5.5,2.2,28.36955645,4,3.5145,561.4939973,3.6,13170,2.836955645,
10213_G_GEN8,Combined Cycle,5.2,2.08,28.36994033,4,3.3228,530.867052,3.6,13170,2.836994033,
52073_G_GEN2,Combined Cycle,12.5,5,28.37385419,4,7.9875,1276.122721,3.6,13170,2.837385419,
52073_G_GEN3,Combined Cycle,11,4.4,28.37832116,4,7.029,1122.987995,3.6,13170,2.837832116,
58198_G_GTG1,Combined Cycle,5.2,2.08,28.38538755,4,3.3228,530.867052,3.6,13170,2.838538755,
57584_G_ST1,Combined Cycle,13.5,5.4,28.38652058,4,8.6265,1378.212539,3.6,13170,2.838652058,
57584_G_STG,Combined Cycle,3,1.2,28.39053198,4,1.917,306.2694531,3.6,13170,2.839053198,
57122_G_STG1,Combined Cycle,5.5,2.2,28.39434278,4,3.5145,561.4939973,3.6,13170,2.839434278,
57584_G_NT2,Combined Cycle,13.5,5.4,28.39519385,4,8.6265,1378.212539,3.6,13170,2.839519385,
56041_G_M1,Combined Cycle,42,16.8,28.64655777,4,26.838,4287.772343,3.6,13170,2.864655777,
56041_G_M3,Combined Cycle,50,20,28.64992791,4,31.95,5104.490885,3.6,13170,2.864992791,
56041_G_M2,Combined Cycle,42,16.8,28.68787907,4,26.838,4287.772343,3.6,13170,2.868787907,
55112_G_CT02,Combined Cycle,175,70,28.78269169,4,55.65,17865.7181,3.6,13170,2.878269169,
55112_G_ST01,Combined Cycle,180,72,28.78487841,4,57.24,18376.16719,3.6,13170,2.878487841,
56298_G_0002,Combined Cycle,38,15.2,28.78764327,4,24.282,3879.413072,3.6,13170,2.878764327,
56298_G_0001,Combined Cycle,38,15.2,28.79343579,4,24.282,3879.413072,3.6,13170,2.879343579,
55112_G_CT01,Combined Cycle,175,70,28.80466415,4,55.65,17865.7181,3.6,13170,2.880466415,
56298_G_0003,Combined Cycle,75,30,28.82234501,4,47.925,7656.736327,3.6,13170,2.882234501,
54749_G_CTG,Combined Cycle,40,16,29.07498981,4,25.56,4083.592708,3.6,13170,2.907498981,
54749_G_STG,Combined Cycle,9.4,3.76,29.08726623,4,6.0066,959.6442863,3.6,13170,2.908726623,
56078_G_3,Combined Cycle,101,40.4,29.1455915,4,32.118,10311.07159,3.6,13170,2.91455915,
56078_G_2,Combined Cycle,84,33.6,29.15422601,4,53.676,8575.544687,3.6,13170,2.915422601,
56078_G_1,Combined Cycle,84,33.6,29.17824364,4,53.676,8575.544687,3.6,13170,2.917824364,
50851_G_GEN2,Combined Cycle,6.8,2.72,29.22319091,4,4.3452,694.2107603,3.6,13170,2.922319091,
50851_G_GEN1,Combined Cycle,21.5,8.6,29.25825638,4,13.7385,2194.93108,3.6,13170,2.925825638,
57564_G_STG2,Combined Cycle,12.5,5,29.28152949,4,7.9875,1276.122721,3.6,13170,2.928152949,
57564_G_CTG,Combined Cycle,49,19.6,29.29859811,4,31.311,5002.401067,3.6,13170,2.929859811,
7552_G_CCCT,Combined Cycle,111,44.4,29.96341355,4,35.298,11331.96976,3.6,13170,2.996341355,
7552_G_CCST,Combined Cycle,53,21.2,29.965329,4,33.867,5410.760338,3.6,13170,2.9965329,
55933_G_TPP1,Combined Cycle,82.1,32.84,30.08349716,4,52.4619,8381.574033,3.6,13170,3.008349716,
55933_G_TCC1,Combined Cycle,156.2,62.48,30.09624971,4,49.6716,15946.42952,3.6,13170,3.009624971,
55933_G_TPP2,Combined Cycle,81.8,32.72,30.1011645,4,52.2702,8350.947088,3.6,13170,3.01011645,
55748_G_CAG5,Combined Cycle,126.1,50.44,30.54773127,4,40.0998,12873.52601,3.6,13170,3.054773127,
55748_G_CTG4,Combined Cycle,45,18,30.57036529,4,28.755,4594.041796,3.6,13170,3.057036529,
55748_G_CTG3,Combined Cycle,45,18,30.57384766,4,28.755,4594.041796,3.6,13170,3.057384766,
55748_G_CTG1,Combined Cycle,45,18,30.57950108,4,28.755,4594.041796,3.6,13170,3.057950108,
55748_G_CTG2,Combined Cycle,45,18,30.58128247,4,28.755,4594.041796,3.6,13170,3.058128247,
57901_G_6,Combined Cycle,60,24,30.63718883,4,38.34,6125.389062,3.6,13170,3.063718883,
57901_G_7,Combined Cycle,195,78,30.65072273,4,62.01,19907.51445,3.6,13170,3.065072273,
57901_G_8,Combined Cycle,60,24,30.65512334,4,38.34,6125.389062,3.6,13170,3.065512334,
57901_G_5,Combined Cycle,195,78,30.66352909,4,62.01,19907.51445,3.6,13170,3.066352909,
